"","SalePrice","LotFrontage","LotArea","YearBuilt","YearRemodAdd","MasVnrArea","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","GrLivArea","GarageYrBlt","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","YrSold","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageCars","MoSold","MSSubClass","MSZoning","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","Heating","HeatingQC","CentralAir","Electrical","KitchenQual","Functional","FireplaceQu","GarageType","GarageFinish","GarageCond","SaleType","SaleCondition","dummy_garage","dummy_masvnr","dummy_RemodYear"
"YrSold",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43016119989269,0.28702511597925,0.45638911661511,0.791910728123342,0.689544215469474,NA,0.388352611563796,0.408661933775935,0.468137435516576,0.230142923535578,0.886916522304065,0.975076526842228,0.523620071600977,0.74042527248399,0.271148965338373,0.542669139283055,0.542659006313695,0.635902643265488,NA,0.615715488457398,0.83247707952781,0.880849217910845,0.861412947568033,0.714096414357903,NA,0.798231237221456,0.660991202525307,0.486389005369377,0.654608186185581,0.429327843688245,0.414336878456707,0.653315105395831,0.938307734403999,0.997250598346001,0.633206259346544,0.748495106696022,NA,0.902735998819467,NA,0.844989252850566,0.596238736631875,0.416524429816232,0.759497531529476,0.545669709382468,0.736038522605102,NA,0.315882556058988,0.32335765904801,NA,NA,NA
"BsmtFullBath",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.480443279497044,0.210594335769533,0.272086075398749,0.84831413047609,NA,0.622566760085137,0.405937780317086,0.146560007794424,0.0405268656770015,0.728379470664415,0.807007843655915,0.950634081936481,0.538562601914931,0.769921538183694,0.438693803864741,0.464024714114758,0.344240962212695,NA,0.48834387124257,0.603442632843797,0.694282265386989,0.868133202746196,0.594899514126207,NA,0.485548354969933,0.333817192383998,0.245049882605288,0.670947387841687,0.789615014130816,0.339756017874445,0.0150089274696874,0.828798519452526,0.335534565563552,0.729415651129142,0.616500782028344,NA,0.883444182803279,NA,NA,0.453572075915436,0.35245795245037,0.316302743258679,0.302424796330665,0.755978627232563,NA,0.720283554206916,0.682095345670538,NA,NA,NA
"BsmtHalfBath",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66035655891192,0.534273643139991,0.952970978667598,NA,0.604198451559131,0.377638197801162,0.528383338708812,0.816195686704687,0.971083497829597,0.480443279497039,0.408137814512526,0.42441647248865,0.583388331955045,0.42441647248865,0.890074026545257,0.860530886207265,NA,0.797635806799474,0.943333228428979,0.823288744768221,0.872145224946032,0.684633391381077,NA,0.914822024330861,0.935368024918955,0.48891095458657,0.90460832405846,0.984251080974034,0.771956436490388,0.880477490639899,0.798171090085168,0.746488457382988,0.912974032972187,0.974687744485774,NA,0.530915937966812,NA,0.8449892528978,0.84927689582584,0.352457952450398,0.734822506887563,0.964090371842308,0.849893421239226,NA,0.950841990694876,0.946496301983336,NA,NA,NA
"FullBath",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130037915087423,0.52063310188976,0.844989252897853,0.78325027110987,0.759255804021957,0.997898191809434,0.65517525487448,0.849797554057002,0.480443279497004,0.564738613140704,0.901774202703753,0.993048816363248,NA,0.95579908612274,0.785046655428293,NA,0.98119347499915,0.849197088051704,0.700362262100327,0.956294534749421,0.943127694706578,NA,0.868492392800239,0.867777460875067,0.997710168532523,0.887573896242368,0.845107712836206,0.828234856540442,0.710783308260446,0.91978287298772,0.758255128025585,0.778619592121372,0.528849191445099,NA,0.843617503699067,NA,NA,0.313526540770832,0.284690201371565,0.446166996313272,0.573379327087148,0.577180951890742,NA,0.613294550273354,0.968425731731588,NA,NA,NA
"HalfBath",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427343500950716,NA,0.400843435952719,0.788561376104232,0.215705676335056,0.771509761956948,0.641868323985212,0.688623971541699,0.872875656290232,0.968069489024094,0.562984973320315,0.617631899162035,0.704929253601866,0.922825916209024,NA,0.342054865158627,0.722642031216324,0.267486694736096,0.445292881541111,0.0497993279351799,NA,0.746308991481574,0.686209061433054,0.990081380096466,0.223544926885269,0.31921052584925,0.413922958359877,0.103664131171389,0.796386348652301,0.964341139355302,0.565173854138658,0.785927637530001,NA,0.299581728767789,NA,0.844989252897726,0.661535265705589,NA,0.736796778716734,0.457939071135243,0.210023894465304,NA,0.385958107728043,0.298177219690279,NA,NA,NA
"BedroomAbvGr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.844989252897937,0.176034586676351,0.639466928971439,0.720907649425998,0.411326535079159,0.98798616871925,0.727780770058917,0.298128044916044,0.575432577192969,0.500747928198484,0.35215143387429,0.0232069048683841,0.987302910651154,NA,0.979268476127386,0.916695741679142,0.93827898093536,0.267223002883235,0.624101890784363,NA,0.947984548563564,0.900797504399183,0.49476389632957,0.1125969750998,0.87895516611515,0.470859168549017,0.19189700916387,0.851288993707519,0.0165012939189823,0.159085993411309,0.933125813595007,NA,0.222902690628833,NA,NA,0.989900740043782,0.284690201371585,0.849010221925162,0.753375711349752,0.50283904248391,NA,0.589852095667557,0.796448472491261,NA,NA,NA
"KitchenAbvGr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.844989252898221,NA,0.844989252897916,0.844989252898284,NA,NA,NA,NA,0.844989252897747,NA,0.84498925289779,NA,NA,NA,NA,0.844989252897653,NA,NA,NA,0.844989252897695,0.844989252897695,NA,NA,NA,NA,NA,NA,NA,0.844989252897716,NA,NA,0.844989252897747,NA,NA,NA,NA,NA,0.844989252897621,0.844989252897737,NA,NA,NA,NA,NA,NA
"TotRmsAbvGrd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476307242329664,0.74084649768349,0.918402732283423,0.867245886005974,0.535864778978267,0.57691288134319,0.388848902969052,0.956384692911067,0.352151433874288,0.331200604971616,0.991598773715099,NA,0.950002496653616,0.472047222303577,0.180822038896383,0.346609599830056,0.0683630414451071,NA,0.679129747042593,0.743065120171557,0.282282818929159,0.127280039533028,0.709866333652517,0.886430074244764,0.131265690410395,0.762893162727731,0.766510555546755,0.768310832208261,0.429205555302824,NA,0.538525507423496,NA,NA,0.186737245783829,0.789628833401059,0.134652551348268,0.556318848438784,0.70801002696589,NA,0.568893581864593,0.570194364681033,NA,NA,NA
"Fireplaces",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313010298979253,0.670683726372581,0.962096772582707,0.64439928024657,0.692380969886845,0.805485851172051,0.0385867696801277,0.365975263163008,0.940249224539452,0.346787812635483,NA,0.760568764354682,0.901429517438286,0.786651994117442,0.751726349160088,0.229048043398431,NA,0.697770146366352,0.782894030389006,0.404740508407126,0.67236519742892,0.854089371096022,0.725008557632249,0.522912284902431,0.952723714884175,0.199506521055903,0.80763051275855,0.525269066392339,NA,0.0965182478085086,NA,NA,0.599141043135487,0.846189399767322,0.517259341167856,0.327265519332777,0.659542751279887,NA,0.632871352679202,0.609646940654811,NA,NA,NA
"GarageCars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124827957922135,0.928060878682174,0.87706392157343,0.288539638385441,0.812007933322675,0.298230504860827,NA,0.166367827097821,0.414987104005196,NA,0.98123398511884,0.711432453609137,0.148564275063243,0.905307825966217,0.351300378973616,NA,0.722653603787556,0.841765779786295,0.220484958425336,0.547917865565456,0.55953241176674,0.483384193827877,0.350012277982445,0.784875002622602,0.790754255780538,0.343430094019608,0.430609315555678,NA,0.296387642582939,NA,0.844989252897768,0.578170381964416,0.970299374679668,0.266065820901129,0.913390066181881,0.563393904355952,NA,0.584309769589778,0.590324622113221,NA,NA,NA
"MoSold",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933774383839283,0.83536695511403,0.817531500695885,0.865724665189618,0.881520258137437,0.564055157948015,0.628302766241395,0.905353297199397,NA,0.910098631623739,0.80969534897358,0.174010940031734,0.39885398035598,0.0187520955566215,NA,0.956298590530361,0.696710417684199,0.139333493865535,0.211598206954249,0.803035814640893,0.912771975173303,0.765166784260275,0.950993567351313,0.118880627841993,0.415963584157292,0.456099476273001,NA,0.58093475565366,NA,0.844989252898095,0.0514161852132968,0.678811114129438,0.566943547382603,0.347143670767101,0.76758546875009,NA,0.494514440834398,0.516454347986138,NA,NA,NA
"MSSubClass",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.720986799417236,0.482650909376477,0.750375950121416,0.949169080154819,0.515141789759734,0.934925525697929,0.996353153483601,NA,NA,NA,0.814966216388685,0.933153955877527,0.760882721525333,NA,0.893441618493155,0.954423546402278,0.344859120608537,0.898628530864329,0.912667019897722,0.842451957756109,0.407150122739873,0.925363044643656,0.88596612462001,0.938384132097916,0.884335552709656,NA,0.934043552402165,NA,NA,0.859253815099072,0.720986799417197,0.96625187533871,0.73860090691234,0.998911925101611,NA,0.808860559104797,0.96951182464139,NA,NA,NA
"MSZoning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.570041096288737,0.480443279497035,0.720986799417236,0.480443279497044,0.480443279497051,NA,NA,0.720986799417225,0.720986799417203,0.580578647873254,NA,0.719052090091597,NA,0.795562104919401,0.795562104919404,0.677958070363814,NA,NA,NA,0.379554408359247,NA,0.728257621130381,0.610446019703048,NA,NA,NA,NA,NA,0.877063921573484,NA,0.660962554957921,0.201460227290674,0.962793234232797,NA,0.883307953824294,0.956668232445342,NA,NA,NA
"LotShape",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.783553976979314,0.291203252030961,0.927612692004318,0.870841144442261,NA,0.480443279497065,0.354240754527669,0.949897094493004,0.70078713836093,0.140265821783987,NA,0.915048936168399,0.926952905071351,0.413844073510499,0.415254038589369,0.296772163844474,0.542605995487933,0.396755660080931,0.731427616523,0.190924246368272,0.911970691074342,0.586809177644241,NA,0.589769898369336,NA,0.844989252897779,0.939074054717775,0.284690201371575,0.800229731422318,0.637882724877663,0.442558056118368,NA,0.478779103324631,0.578484809622312,NA,NA,NA
"LandContour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416258423748106,0.780782141736068,0.899572417702835,0.90177420270377,NA,0.480443279497044,0.604123934248067,0.662482581741751,0.483165843734549,0.724746388846078,NA,0.564468805650802,0.46552152210564,0.449952519356588,0.561212407929833,NA,NA,0.372351927185322,0.912058137959857,0.975106417384388,0.713719553804793,NA,NA,0.442496383485001,NA,NA,0.841216582555885,NA,0.921506182585819,0.901774202703804,0.336005110384339,NA,0.656291453667266,0.837193477406197,NA,NA,NA
"LotConfig",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.994041479082543,0.901931765612003,NA,0.955087127661674,0.863526924728065,0.834829700988784,0.82718981517016,0.909226870852768,NA,0.900270844944256,0.891480027679568,0.664343755198339,0.792370137861,0.284459073024829,0.815127348750297,0.972286515903924,0.851652316388707,0.754643003439825,0.842496640476708,0.253464462360843,NA,0.807665429297673,NA,NA,0.629943796841995,NA,0.427633315516957,0.495107790909443,0.712477832389609,NA,0.614069712551202,0.725533248387377,NA,NA,NA
"LandSlope",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786119205275571,NA,NA,0.480443279497044,0.406229339074045,0.51266695114573,0.438693803864739,0.286166803754131,NA,0.687948596393081,0.687948596393083,0.424416472488648,0.322108754445917,NA,0.710564506109178,0.766287924322873,NA,NA,0.438693803864739,0.784650175656601,NA,0.438693803864741,NA,NA,0.819542977128533,NA,0.559351096868616,NA,0.339775700112029,NA,NA,0.704635895060579,NA,NA,NA
"Neighborhood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77468975347645,NA,0.838601033929878,0.960472241244786,0.846191091805953,0.754404305436527,0.629117786548828,NA,0.692500081297747,0.759397832958375,0.0207470829498281,0.996886659287558,0.55193566402868,0.76893167735718,0.60375425442093,0.950788470776615,0.517779413919609,0.846226848100017,0.650040305915689,NA,0.446416069262072,NA,NA,0.849945974185245,0.640352622091742,0.894999228005465,0.913480714953396,0.59449034509771,NA,0.728060785689596,0.773183601231898,NA,NA,NA
"Condition1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0.996353153483601,0.684554738614575,0.780550041519214,0.393288307446751,NA,0.78531928710689,0.869488628131255,0.493060462586308,0.393288307446746,0.901774202703702,0.271669804036399,0.563626720961608,0.989258983966614,0.89917336819104,0.936168267541,0.49453128512367,NA,0.880207201720321,NA,0.844989252897747,0.744774798394159,0.478949304190525,0.959256055875904,0.862991770707783,0.954142669558031,NA,0.271669804036402,0.271669804036397,NA,NA,NA
"Condition2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BldgType",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.963389668204949,NA,0.229798767385229,NA,0.747845166022702,0.747845166022702,0.439107067806148,0.290379400281515,NA,NA,0.302196733203798,0.456363077549735,0.76459720447879,0.996125427280417,NA,NA,0.844989252897758,NA,NA,0.290379400281515,NA,0.954948826122821,0.975336435617778,0.978089798527768,NA,0.673646588872423,0.882060229352823,NA,NA,NA
"HouseStyle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.740360163376555,0.933153955877528,0.933146284344563,NA,0.942759594985695,0.996887466546145,0.424129027699286,0.903272450217114,0.912667019897717,0.842451957756112,0.337825239816413,0.905055570828407,0.693683867720059,0.793785867908452,0.884335552709651,NA,0.885602807926068,NA,NA,0.898621126397829,0.720986799417241,0.901712317940098,0.437799238758357,0.988573539245083,NA,0.73198024801175,0.862241599231119,NA,NA,NA
"OverallQual",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.910814948139741,0.52814279445919,NA,0.928040863848476,0.953010316094867,0.838916202140752,0.910765696050961,0.976240243457329,0.91834360414534,0.773994646611347,0.775651373439177,0.909672886282601,0.680167543415895,0.71630569755957,NA,0.553794038630876,NA,0.844989252897758,0.689559118885439,0.5338508764443,0.305777225424348,0.810752461305087,0.798467705060887,NA,0.243986683223391,0.5725295500327,NA,NA,NA
"OverallCond",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.619400218025619,NA,0.853289580091294,0.864013723976701,0.216981458068712,0.962465645424373,0.969425111539747,0.723619713003872,0.631330401425906,0.987745466527073,0.510179050536568,0.962140052634553,0.900598602390309,NA,0.954050068298744,NA,NA,0.965549125248472,0.874776318119164,0.724734568191682,0.453922011579352,0.945492661691834,NA,0.610026875200789,0.56757389843361,NA,NA,NA
"RoofStyle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.763094696317235,0.839141752048693,0.479021140333567,0.722446600830583,0.758972525732192,0.878706112649501,0.687060957990963,0.793368826883345,0.545357350178024,0.824775249258391,0.566571241795947,NA,0.476354659392403,NA,0.84498925289779,0.948666886910946,0.281197188184712,0.301241858762215,0.291664677362574,0.944848122381004,NA,0.652622220363387,0.682052408815474,NA,NA,NA
"RoofMatl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Exterior1st",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204181673165978,0.551959457090961,0.774974261361336,0.959964533731115,0.696988208976539,0.936499035588543,0.941969442337838,0.475286229879947,0.831701453825496,0.836143751746255,NA,0.883687389241771,NA,0.844989252897716,0.496684876494302,0.359440714055827,0.77339850940141,0.7959153504831,0.854335355841734,NA,0.240136613958212,0.411153785296884,NA,NA,NA
"Exterior2nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.480948770440592,0.747508172488665,0.662649745230451,0.696988208976534,0.936499035588543,0.976718678062681,0.566146260301317,0.831701453825505,0.836143751746255,NA,0.865482186774466,NA,0.844989252897821,0.530315079254238,0.359440714055827,0.556241062197842,0.795915350483097,0.884118887612776,NA,0.240136613958211,0.411153785296867,NA,NA,NA
"MasVnrType",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121219256512735,NA,0.0637478435318974,0.243025194582917,0.29677216384448,0.105673292887242,0.404004767966957,0.323064846610568,NA,0.223391874508863,NA,NA,0.393357912960056,0.323064846610543,0.087428469227027,0.78158396711085,0.216811893876499,NA,0.0668056580202274,0.130556228496945,NA,NA,NA
"ExterQual",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95056621636083,0.948760926961634,0.954377329535988,0.846671861215122,0.510457879551953,0.345632388819888,0.716305697559565,NA,0.336381746010741,NA,NA,0.951590787551946,NA,0.649467275666332,0.592633130703346,0.90111942476314,NA,0.841021653460148,0.905912452051151,NA,NA,NA
"ExterCond",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.863557817705442,0.959712773061953,0.98565469675473,0.970872694733758,0.959723185078492,0.79817109008508,NA,0.733006715132818,NA,NA,0.712812069654315,NA,0.92567704284774,0.798171090085072,0.483595923226834,NA,0.296772163844474,0.296772163844466,NA,NA,NA
"Foundation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.535174922589359,0.710619064174439,0.440189887654848,0.302967064021544,0.752764041921372,NA,0.379400543212972,NA,NA,0.970211790371088,NA,0.58347322712775,0.390898824891032,0.976888711143193,NA,0.491986187539728,0.849083080205342,NA,NA,NA
"BsmtQual",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.798171090085168,0.167012256347162,0.156530394164895,0.572312765521497,NA,0.418422001899737,NA,NA,0.696992025121516,0.789628833401006,0.298932321623871,0.647654128902306,0.955553169569436,NA,0.703568124908447,0.909184575885379,NA,NA,NA
"BsmtCond",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913002936157532,0.981491318032485,0.934690772425018,NA,0.972633886167232,NA,0.844989252897726,0.959533193511373,NA,0.788974062872996,0.676973393650615,0.929358967119513,NA,0.29677216384448,0.296772163844477,NA,NA,NA
"BsmtExposure",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.556589300682887,0.564357969391915,NA,0.662459766097015,NA,NA,0.885116124936976,0.82581934154443,0.537198923167627,0.683443144262674,0.47038226457435,NA,0.8116222573605,0.817932747050005,NA,NA,NA
"BsmtFinType1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.810165466930633,NA,0.511956200986933,NA,NA,0.649604932649216,0.647776580727808,0.70112626805503,0.447312428441,0.515575809895643,NA,0.357092919117403,0.434306699616433,NA,NA,NA
"BsmtFinType2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.644250643106244,NA,0.84498925289779,0.36104668262258,0.518982764874029,0.771373093407743,0.964090371842318,0.623841358920327,NA,0.720986799417231,0.84498925289779,NA,NA,NA
"Heating",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HeatingQC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0.820551363250351,0.448067323784842,0.468639219714695,0.895073264747266,0.783781650038743,NA,0.342470671559794,0.614330424678492,NA,NA,NA
"CentralAir",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Electrical",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.844989252897747,NA,NA,0.844989252897758,0.844989252897779,NA,NA,0.844989252897747,NA,NA,NA
"KitchenQual",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352457952450398,0.547589289870333,0.991248621045548,0.992213745617802,NA,0.0417891839818752,0.359084882870874,NA,NA,NA
"Functional",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.724389774178726,NA,0.484598563532386,NA,0.720986799417197,NA,NA,NA,NA
"FireplaceQu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725665916282422,0.303046325039805,NA,0.254042529099956,0.389057564191083,NA,NA,NA
"GarageType",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80612571027692,NA,0.471894316216082,0.855745385662737,NA,NA,NA
"GarageFinish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.162569950328041,0.46183623767851,NA,NA,NA
"GarageCond",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"SaleType",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.720986799417197,NA,NA,NA
"SaleCondition",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"dummy_garage",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"dummy_masvnr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"dummy_RemodYear",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
